title,type,listed_in,rating,duration
The Saint,Movie,Action & Adventure,TV-14,92 min
The Salvation,Movie,"Dramas, Independent Movies, International Movies",R,92 min
The Sapphires,Movie,"Comedies, Dramas, Independent Movies",PG-13,99 min
The School Nurse Files,TV Show,"International TV Shows, TV Dramas, TV Mysteries",TV-MA,1 Season
The School of Mischief,Movie,"Comedies, Dramas, International Movies",TV-14,253 min
The Score,Movie,"Dramas, Thrillers",R,124 min
The Sea of Trees,Movie,Dramas,PG-13,111 min
The Search,TV Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,1 Season
The Search for Life in Space,Movie,Documentaries,TV-G,32 min
The Secret,Movie,"Documentaries, Faith & Spirituality",TV-14,91 min
The Secret Diary of an Exchange Student,Movie,"Comedies, International Movies, Romantic Movies",TV-14,97 min
The Secret Life of Pets 2,Movie,"Children & Family Movies, Comedies",PG,86 min
The Set Up,Movie,"Dramas, International Movies",TV-MA,105 min
The Seven Deadly Sins,TV Show,"Anime Series, International TV Shows",TV-14,5 Seasons
The Seven Deadly Sins the Movie: Prisoners of the Sky,Movie,"Action & Adventure, Anime Features, International Movies",TV-14,100 min
The Seven Five,Movie,Documentaries,R,104 min
The Seventh Day,Movie,Horror Movies,R,87 min
The Seventies,TV Show,Docuseries,TV-PG,1 Season
The Shadow of Violence,Movie,Dramas,R,101 min
The Shannara Chronicles,TV Show,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",TV-MA,2 Seasons
The Shaukeens,Movie,"Comedies, International Movies, Music & Musicals",TV-MA,123 min
The Short Game,Movie,"Children & Family Movies, Documentaries, Sports Movies",PG,100 min
The Show,Movie,Dramas,TV-MA,105 min
The Show Must Go On: The Queen + Adam Lambert Story,Movie,"Documentaries, Music & Musicals",TV-MA,85 min
The Siege of Jadotville,Movie,"Action & Adventure, Dramas, International Movies",TV-MA,108 min
The Sign of Venus,Movie,"Classic Movies, Comedies, Independent Movies",TV-14,97 min
The Signal,Movie,"Sci-Fi & Fantasy, Thrillers",PG-13,97 min
The Silence,Movie,"Horror Movies, Thrillers",PG-13,91 min
The Silence of Others,Movie,"Documentaries, International Movies",TV-14,96 min
The Silence of the Marsh,Movie,"International Movies, Thrillers",TV-MA,93 min
The Silent War,Movie,"Dramas, International Movies, Thrillers",TV-MA,122 min
The Similars,Movie,"Horror Movies, Independent Movies, International Movies",NR,90 min
The Sinking Of Van Der Wijck,Movie,"Dramas, International Movies, Romantic Movies",TV-14,163 min
The Sinner,TV Show,"Crime TV Shows, TV Dramas, TV Mysteries",TV-MA,3 Seasons
The Skin of the Wolf,Movie,"Dramas, Independent Movies, International Movies",TV-MA,110 min
The Sky Is Pink,Movie,"Dramas, International Movies",TV-MA,143 min
The Sleepover,Movie,"Action & Adventure, Children & Family Movies, Comedies",TV-PG,104 min
The Smart Money Woman,TV Show,"International TV Shows, Romantic TV Shows, TV Comedies",TV-MA,1 Season
The Smurfs,Movie,"Children & Family Movies, Comedies",PG,103 min
The Smurfs 2,Movie,"Children & Family Movies, Comedies",PG,105 min
The Sniffer,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,3 Seasons
The Snitch Cartel: Origins,TV Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,1 Season
The Social Dilemma,Movie,Documentaries,PG-13,94 min
The Social Network,Movie,Dramas,PG-13,121 min
The Society,TV Show,"TV Dramas, Teen TV Shows",TV-MA,1 Season
The Son,Movie,"Dramas, Independent Movies, International Movies",TV-MA,93 min
The Sons of Sam: A Descent into Darkness,TV Show,"Crime TV Shows, Docuseries",TV-MA,1 Season
The Soul,Movie,"Dramas, International Movies, Thrillers",TV-MA,130 min
The Sound of Your Heart,TV Show,"International TV Shows, Korean TV Shows, TV Comedies",TV-14,1 Season
The Sound of Your Heart: Reboot,TV Show,"International TV Shows, Korean TV Shows, TV Comedies",TV-14,2 Seasons
The Space Between Us,Movie,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy",PG-13,120 min
The Spectacular Now,Movie,"Dramas, Independent Movies, Romantic Movies",R,95 min
The Speed Cubers,Movie,Documentaries,TV-PG,41 min
The Spiderwick Chronicles,Movie,Children & Family Movies,PG,97 min
The spiral,Movie,"Dramas, Independent Movies, International Movies",TV-MA,84 min
The Spooky Tale of Captain Underpants Hack-a-ween,Movie,"Children & Family Movies, Comedies",TV-Y7,46 min
The Spy,TV Show,"International TV Shows, TV Dramas, TV Thrillers",TV-MA,1 Season
The Spy Next Door,Movie,"Action & Adventure, Children & Family Movies, Comedies",PG,94 min
The Spy Who Fell to Earth,Movie,"Documentaries, International Movies",TV-MA,94 min
The Square,Movie,"Documentaries, International Movies",TV-MA,105 min
The Squid and the Whale,Movie,"Comedies, Dramas, Independent Movies",R,81 min
The Staircase,TV Show,"Crime TV Shows, Docuseries, TV Mysteries",TV-MA,1 Season
The Stand at Paxton County,Movie,"Dramas, Independent Movies, Thrillers",R,103 min
The Stand-In,Movie,Comedies,R,102 min
The Stand-Up,Movie,Stand-Up Comedy,TV-MA,93 min
The Standups,TV Show,"Stand-Up Comedy & Talk Shows, TV Comedies",TV-MA,2 Seasons
The Stanford Prison Experiment,Movie,"Dramas, Independent Movies, Thrillers",R,122 min
The Starling,Movie,"Comedies, Dramas",PG-13,104 min
The Stepfather,Movie,"Horror Movies, Thrillers",PG-13,102 min
The Stolen,Movie,Dramas,TV-14,98 min
The Story of God with Morgan Freeman,TV Show,Docuseries,TV-14,2 Seasons
The Story of Us with Morgan Freeman,TV Show,Docuseries,TV-14,1 Season
The Stranded,TV Show,"International TV Shows, TV Action & Adventure, TV Dramas",TV-MA,1 Season
The Strange House,Movie,"Horror Movies, International Movies, Thrillers",TV-MA,100 min
THE STRANGER,TV Show,"British TV Shows, Crime TV Shows, International TV Shows",TV-MA,1 Season
The Strangers,Movie,"Horror Movies, Thrillers",R,85 min
The Strangers: Prey at Night,Movie,Horror Movies,R,85 min
The Stronghold,Movie,"Action & Adventure, Dramas, International Movies",TV-MA,105 min
The Student,Movie,Thrillers,TV-14,90 min
The Student Cop,Movie,"Action & Adventure, Comedies, International Movies",TV-14,111 min
The Suit,Movie,"Action & Adventure, Comedies, International Movies",TV-14,97 min
The Sum of All Fears,Movie,Action & Adventure,PG-13,124 min
The Sunshine Makers,Movie,"Documentaries, International Movies",TV-MA,91 min
The Super,Movie,Horror Movies,R,89 min
The Super Mario Bros. Super Show!,TV Show,Kids' TV,TV-Y7,1 Season
The Super Parental Guardians,Movie,"Action & Adventure, Comedies, International Movies",TV-14,115 min
The Surgeon's Cut,TV Show,"Docuseries, Science & Nature TV",TV-14,1 Season
The Surrounding Game,Movie,Documentaries,TV-14,98 min
The Swarm,Movie,"Horror Movies, Independent Movies, International Movies",TV-14,102 min
The Sweetest Thing,Movie,"Comedies, Romantic Movies",R,89 min
The Take,Movie,"Action & Adventure, International Movies",R,92 min
The Taking of Pelham 123,Movie,Action & Adventure,R,106 min
The Talented Mr. Ripley,Movie,"Dramas, Thrillers",R,139 min
The Tambour of Retribution,Movie,"Dramas, International Movies, Romantic Movies",TV-14,91 min
The Tenth Man,Movie,"Dramas, International Movies",TV-MA,81 min
The Terminal,TV Show,"International TV Shows, TV Dramas",TV-14,1 Season
The Texas Chainsaw Massacre,Movie,"Cult Movies, Horror Movies, Independent Movies",R,83 min
The Theory of Everything,Movie,"Dramas, Romantic Movies",PG-13,123 min
The Thief and the Imbecile,Movie,"Dramas, International Movies",TV-14,96 min
The Third Party,Movie,"Comedies, Dramas, International Movies",TV-MA,118 min
The Three Deaths of Marisela Escobedo,Movie,"Documentaries, International Movies",TV-MA,110 min
The Tiger Hunter,Movie,"Comedies, Dramas, Independent Movies",TV-14,94 min
The Tigers of Scotland,Movie,Documentaries,TV-G,58 min
The Time Machine,Movie,"Action & Adventure, Sci-Fi & Fantasy",PG-13,96 min
The Time Traveler's Wife,Movie,"Dramas, Romantic Movies, Sci-Fi & Fantasy",PG-13,107 min
The Titan,Movie,"Dramas, Sci-Fi & Fantasy, Thrillers",TV-MA,97 min
The Tour,Movie,"Comedies, Documentaries, International Movies",TV-MA,93 min
The Tourist,Movie,"Action & Adventure, Romantic Movies",PG-13,103 min
The Toys That Made Us,TV Show,"Docuseries, Reality TV",TV-14,3 Seasons
The Trader (Sovdagari),Movie,"Documentaries, International Movies",TV-PG,24 min
The Traffickers,TV Show,"Crime TV Shows, Docuseries",TV-MA,1 Season
The Trap,Movie,Comedies,TV-MA,91 min
The Tree of Blood,Movie,"Dramas, Independent Movies, International Movies",TV-MA,136 min
The Trial,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,1 Season
The Trial of the Chicago 7,Movie,Dramas,R,130 min
The Trials of Gabriel Fernandez,TV Show,"Crime TV Shows, Docuseries",TV-MA,1 Season
The Tribe,Movie,"Comedies, International Movies",TV-MA,91 min
The Tribes of Palos Verdes,Movie,"Dramas, Independent Movies, Sports Movies",R,104 min
The Trigger Effect,Movie,Thrillers,R,94 min
The Trip to Spain,Movie,Comedies,TV-MA,108 min
The Trust,Movie,Thrillers,R,91 min
The Truth,TV Show,"Crime TV Shows, International TV Shows, TV Action & Adventure",TV-14,1 Season
The Truth About Alcohol,Movie,"Documentaries, International Movies",TV-14,58 min
The Truth Seekers,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,1 Season
The Tudors,TV Show,TV Dramas,TV-MA,4 Seasons
The Tuxedo,Movie,"Action & Adventure, Comedies",PG-13,99 min
The Twelve,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,1 Season
The Twilight Saga: Breaking Dawn: Part 1,Movie,"Dramas, Romantic Movies",PG-13,117 min
The Twilight Saga: Breaking Dawn: Part 2,Movie,"Dramas, Romantic Movies",PG-13,115 min
The Twilight Saga: Eclipse,Movie,"Dramas, Romantic Movies",PG-13,124 min
The Twilight Saga: New Moon,Movie,"Dramas, Romantic Movies",PG-13,131 min
The Twilight Zone (Original Series),TV Show,"Classic & Cult TV, TV Sci-Fi & Fantasy",TV-14,4 Seasons
The Twins Effect II,Movie,"Action & Adventure, Comedies, International Movies",TV-14,106 min
The Two Popes,Movie,Dramas,PG-13,126 min
The Ugly Truth,Movie,"Comedies, Romantic Movies",R,96 min
The Ultimatum,TV Show,"International TV Shows, TV Dramas",TV-14,1 Season
The Umbrella Academy,TV Show,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy",TV-14,2 Seasons
The Unborn Child,Movie,"Horror Movies, International Movies",TV-MA,93 min
The Uncanny Counter,TV Show,"International TV Shows, TV Action & Adventure, TV Dramas",TV-14,1 Season
The Underclass,TV Show,"International TV Shows, TV Dramas, Teen TV Shows",TV-MA,1 Season
The Underwear,TV Show,"International TV Shows, TV Dramas, Teen TV Shows",TV-MA,1 Season
The Unicorn,TV Show,"TV Comedies, TV Dramas",TV-14,1 Season
The Universe,TV Show,"Docuseries, Science & Nature TV",TV-14,1 Season
The Universe: Ancient Mysteries Solved,TV Show,"Docuseries, Science & Nature TV",TV-PG,1 Season
The Unknown Girl,Movie,"Dramas, International Movies",TV-MA,106 min
The Unknown Known,Movie,Documentaries,PG-13,103 min
The Unknown Saint,Movie,"Comedies, Dramas, Independent Movies",TV-14,100 min
THE UNLISTED,TV Show,"Kids' TV, TV Thrillers",TV-PG,1 Season
The Unmarried Wife,Movie,"Dramas, International Movies, Romantic Movies",TV-MA,130 min
The Unremarkable Juanquini,TV Show,"International TV Shows, Spanish-Language TV Shows, TV Comedies",TV-MA,2 Seasons
The Unsettling,TV Show,"TV Horror, Teen TV Shows",TV-14,1 Season
The Untamed,TV Show,"International TV Shows, TV Action & Adventure, TV Mysteries",TV-14,1 Season
The Untold Tales of Armistead Maupin,Movie,"Documentaries, LGBTQ Movies",TV-MA,91 min
The Upshaws,TV Show,TV Comedies,TV-14,1 Season
The Upshaws - The Afterparty,Movie,Comedies,TV-14,32 min
The Valhalla Murders,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,1 Season
The Vampire Diaries,TV Show,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",TV-14,8 Seasons
The Vanished,Movie,Thrillers,R,115 min
The Vatican Tapes,Movie,"Horror Movies, Thrillers",PG-13,91 min
The Vault,Movie,"Action & Adventure, International Movies, Thrillers",R,118 min
The Vendor,Movie,"Comedies, International Movies",TV-MA,103 min
The Victims' Game,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,1 Season
The Vietnam War: A Film by Ken Burns and Lynn Novick,TV Show,Docuseries,TV-MA,1 Season
The Violin Player,Movie,"Dramas, Independent Movies, International Movies",TV-14,72 min
The Visit,Movie,"Dramas, Independent Movies, International Movies",TV-MA,138 min
The Walking Dead,TV Show,"Classic & Cult TV, TV Action & Adventure, TV Dramas",TV-MA,10 Seasons
The Walls of the Moon,Movie,"Action & Adventure, Dramas, International Movies",TV-14,98 min
The Wandering Earth,Movie,"International Movies, Sci-Fi & Fantasy",TV-MA,125 min
The War Next-door,TV Show,"International TV Shows, Spanish-Language TV Shows, TV Comedies",TV-MA,1 Season
The War: A Film by Ken Burns and Lynn Novick,TV Show,Docuseries,TV-14,1 Season
The Warning,Movie,"International Movies, Thrillers",TV-MA,93 min
The Water Diviner,Movie,"Dramas, International Movies",R,111 min
The Water Horse: Legend of the Deep,Movie,Children & Family Movies,PG,112 min
The Water Man,Movie,"Children & Family Movies, Dramas",PG,92 min
The Waterboy,Movie,"Comedies, Sports Movies",PG-13,90 min
The Way of the Househusband,TV Show,"Anime Series, International TV Shows",TV-MA,1 Season
The Wedding Coach,TV Show,"Reality TV, Romantic TV Shows",TV-MA,1 Season
The Wedding Curse,Movie,"Horror Movies, International Movies",TV-PG,101 min
The Wedding Guest,Movie,"Dramas, Romantic Movies, Thrillers",R,97 min
The Wedding Party,Movie,"Comedies, Dramas, International Movies",TV-14,101 min
The Wedding Party 2: Destination Dubai,Movie,"Comedies, International Movies, Romantic Movies",TV-14,98 min
The Wedding Shaman,Movie,"Dramas, International Movies, Romantic Movies",TV-PG,111 min
The Week Of,Movie,Comedies,TV-14,117 min
The West Wing,TV Show,TV Dramas,TV-14,7 Seasons
The White Helmets,Movie,Documentaries,TV-PG,41 min
The White Tiger,Movie,Dramas,R,127 min
The Who Was? Show,TV Show,"Kids' TV, TV Comedies",TV-PG,1 Season
The Whole Nine Yards,Movie,"Action & Adventure, Comedies",R,99 min
The Whole Truth,Movie,"Dramas, Thrillers",R,93 min
The Wiggles,TV Show,Kids' TV,TV-Y,2 Seasons
The Willoughbys,Movie,"Children & Family Movies, Comedies",PG,92 min
The Wind,Movie,Horror Movies,R,88 min
The Windsors,TV Show,"British TV Shows, International TV Shows, TV Comedies",TV-MA,3 Seasons
The Wishing Tree,Movie,"Children & Family Movies, Dramas, Music & Musicals",TV-14,117 min
The Witch,Movie,"Horror Movies, Independent Movies",R,92 min
The Witch Files,Movie,"Horror Movies, Thrillers",TV-14,88 min
The Witch: Part 1 - The Subversion,Movie,"Action & Adventure, International Movies, Sci-Fi & Fantasy",TV-MA,126 min
The Witcher,TV Show,"International TV Shows, TV Action & Adventure, TV Dramas",TV-MA,1 Season
The Witcher: A Look Inside the Episodes,TV Show,"Docuseries, TV Sci-Fi & Fantasy",TV-MA,1 Season
The Witcher: Nightmare of the Wolf,Movie,"Action & Adventure, Anime Features",TV-MA,84 min
The Witness Who Didn't See Anything,Movie,"Comedies, International Movies",TV-PG,157 min
The Wolf's Call,Movie,"Dramas, International Movies, Thrillers",TV-14,116 min
The Woman in the Window,Movie,"Dramas, Thrillers",R,102 min
The Womanizer,TV Show,"International TV Shows, Romantic TV Shows, TV Comedies",TV-MA,1 Season
The Women and the Murderer,Movie,"Documentaries, International Movies",TV-14,92 min
The Women Who Kill Lions,Movie,"Documentaries, International Movies",TV-MA,47 min
The Women's Balcony,Movie,"Comedies, Dramas, Faith & Spirituality",TV-PG,100 min
The Woods,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,1 Season
The Workshop,Movie,"Dramas, International Movies",TV-MA,114 min
The World Is Not Enough,Movie,Action & Adventure,PG-13,128 min
The World Is Yours,Movie,"Action & Adventure, Comedies, International Movies",TV-MA,101 min
The World We Make,Movie,"Dramas, Romantic Movies",PG,108 min
The World's Most Amazing Vacation Rentals,TV Show,Reality TV,TV-PG,2 Seasons
The World's Most Extraordinary Homes,TV Show,"British TV Shows, Docuseries, International TV Shows",TV-G,3 Seasons
The World's Most Wanted Animal,Movie,Documentaries,TV-PG,53 min
The Worst Witch,TV Show,"British TV Shows, Kids' TV",TV-G,4 Seasons
The Worthy,Movie,"International Movies, Sci-Fi & Fantasy, Thrillers",TV-MA,99 min
The Writer,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,1 Season
The Wrong Babysitter,Movie,Thrillers,TV-14,89 min
The Wrong Missy,Movie,"Comedies, Romantic Movies",TV-MA,90 min
The Yard,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2 Seasons
The Year of Happiness and Love,TV Show,"International TV Shows, Romantic TV Shows, TV Comedies",TV-PG,1 Season
The Yeti Adventures,Movie,"Children & Family Movies, Comedies",TV-PG,85 min
The Yin Yang Master,Movie,"Action & Adventure, International Movies",TV-14,120 min
The Yin-Yang Master: Dream Of Eternity,Movie,"Action & Adventure, International Movies",TV-14,133 min
The Young Messiah,Movie,"Dramas, Faith & Spirituality",PG-13,111 min
The Young Offenders,Movie,"Comedies, International Movies",TV-MA,83 min
